ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-03-16 00:02:02,45.84,45.27,47.10,50.75,33.87,42.38,45.71,51.24,17.69,17.83,17.80,16.69,22.14,18.69,17.28,17.67
2024-03-16 00:04:07,46.12,45.37,46.82,50.43,33.74,42.25,45.22,50.71,17.42,17.61,17.73,16.39,22.09,18.57,17.24,17.67
2024-03-16 00:06:12,46.33,45.46,46.52,50.56,33.52,42.13,44.90,50.30,17.17,17.43,17.67,16.19,22.02,18.44,17.16,17.62
2024-03-16 00:08:17,46.47,45.49,46.29,50.77,33.32,42.06,44.63,49.95,16.99,17.27,17.63,15.97,22.01,18.34,17.12,17.64
2024-03-16 00:10:22,46.62,45.65,46.41,51.23,33.28,42.21,44.76,49.85,16.95,17.21,17.45,15.69,21.98,18.22,16.95,17.56
2024-03-16 00:12:27,45.23,44.38,46.36,51.48,32.98,41.84,44.95,49.85,17.47,17.70,17.43,15.51,22.08,18.31,16.82,17.50
2024-03-16 00:14:32,43.54,43.00,45.81,51.40,32.65,41.12,44.78,49.69,18.10,18.20,17.65,15.50,22.23,18.57,16.87,17.53
2024-03-16 00:16:37,42.44,42.09,45.26,51.26,32.35,40.33,44.44,49.39,18.41,18.45,17.84,15.57,22.31,18.86,16.97,17.60
2024-03-16 00:18:42,42.76,42.39,45.01,51.08,32.25,39.92,44.26,49.14,18.16,18.18,17.85,15.55,22.30,18.97,16.95,17.60
2024-03-16 00:20:47,43.33,42.86,45.24,51.21,32.24,39.93,44.38,49.20,17.80,17.89,17.64,15.42,22.25,18.87,16.83,17.53
2024-03-16 00:22:52,44.18,43.46,45.59,51.40,32.26,40.10,44.66,49.30,17.42,17.59,17.45,15.29,22.17,18.69,16.66,17.43
2024-03-16 00:24:57,44.82,43.94,45.68,51.53,32.30,40.47,44.74,49.43,17.18,17.42,17.45,15.27,22.10,18.52,16.64,17.40
2024-03-16 00:27:02,44.35,43.53,45.45,51.42,32.31,40.62,44.56,49.33,17.44,17.67,17.48,15.30,22.12,18.49,16.70,17.40
2024-03-16 00:29:07,43.67,42.87,45.61,51.41,32.14,40.35,44.58,49.39,17.62,17.83,17.36,15.30,22.20,18.58,16.67,17.32
2024-03-16 00:31:12,44.11,43.30,45.93,51.48,32.08,40.23,44.70,49.44,17.38,17.58,17.22,15.22,22.16,18.59,16.56,17.29
2024-03-16 00:33:17,44.83,43.97,46.24,51.89,32.17,40.43,45.09,49.73,17.12,17.34,17.19,15.26,22.10,18.51,16.52,17.22
2024-03-16 00:35:22,45.72,44.75,46.30,51.07,32.51,40.94,45.16,50.12,17.00,17.27,17.43,15.92,22.10,18.48,16.77,17.35
2024-03-16 00:37:27,45.52,44.66,45.77,49.51,32.65,41.28,44.38,49.76,17.24,17.47,17.68,16.32,22.13,18.44,17.08,17.53
2024-03-16 00:39:32,44.05,43.38,45.54,49.90,32.48,40.96,44.25,49.49,17.80,17.98,17.70,16.01,22.25,18.59,17.02,17.58
2024-03-16 00:41:37,42.86,42.38,45.47,50.34,32.29,40.38,44.30,49.42,18.28,18.37,17.70,15.81,22.36,18.83,16.99,17.56
2024-03-16 00:43:42,42.78,42.38,45.71,51.02,32.22,39.97,44.61,49.56,18.20,18.26,17.58,15.57,22.40,18.99,16.83,17.51
2024-03-16 00:45:47,43.36,42.88,45.64,51.23,32.24,39.91,44.65,49.59,17.92,18.03,17.60,15.52,22.34,19.00,16.88,17.50
2024-03-16 00:47:52,44.17,43.48,45.87,51.47,32.26,40.07,44.73,49.61,17.55,17.74,17.48,15.38,22.30,18.88,16.77,17.47
2024-03-16 00:49:57,45.09,44.16,46.23,51.92,32.40,40.45,45.05,49.80,17.21,17.45,17.33,15.25,22.20,18.70,16.65,17.37
