ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-03-17 00:02:02,46.22,45.38,49.92,56.58,34.21,42.30,48.92,55.01,17.27,17.47,16.30,14.20,21.66,18.31,15.70,16.01
2024-03-17 00:04:07,44.88,44.27,49.87,56.48,33.92,41.89,48.87,54.98,17.73,17.88,16.30,14.20,21.73,18.46,15.67,16.00
2024-03-17 00:06:12,43.58,43.20,49.79,56.45,33.65,41.22,48.83,54.95,18.18,18.22,16.30,14.11,21.82,18.70,15.61,15.91
2024-03-17 00:08:17,42.57,42.45,49.69,56.37,33.38,40.51,48.73,54.90,18.54,18.48,16.25,14.10,21.92,18.94,15.60,15.90
2024-03-17 00:10:22,41.85,41.88,49.61,56.30,33.20,39.96,48.63,54.81,18.83,18.69,16.27,14.10,22.03,19.18,15.60,15.90
2024-03-17 00:12:27,41.33,41.39,49.61,56.37,32.97,39.40,48.62,54.83,18.97,18.83,16.20,14.08,22.10,19.38,15.60,15.90
2024-03-17 00:14:32,41.99,41.85,49.56,56.32,32.87,39.07,48.62,54.88,18.50,18.43,16.20,14.00,22.04,19.39,15.58,15.80
2024-03-17 00:16:37,43.23,42.90,49.57,56.37,32.95,39.42,48.57,54.91,17.91,17.95,16.20,13.99,21.96,19.17,15.57,15.80
2024-03-17 00:18:42,43.85,43.29,49.63,56.57,33.10,39.95,48.62,54.90,17.77,17.89,16.12,13.93,21.90,18.93,15.50,15.80
2024-03-17 00:20:47,43.82,43.15,51.06,58.13,33.15,40.26,49.92,56.18,17.92,18.10,16.20,14.41,21.90,18.90,15.58,15.81
2024-03-17 00:22:52,44.82,44.08,50.82,55.70,33.56,40.83,49.57,56.17,17.60,17.79,16.33,14.96,21.83,18.81,15.78,15.94
2024-03-17 00:24:57,45.60,44.73,49.97,54.96,33.66,41.18,48.70,55.30,17.23,17.44,16.33,14.75,21.75,18.58,15.80,16.00
2024-03-17 00:27:02,46.07,45.16,49.62,54.90,33.79,41.73,48.30,54.87,17.15,17.38,16.30,14.58,21.70,18.41,15.80,15.97
2024-03-17 00:29:07,44.76,44.00,49.36,55.06,33.47,41.41,48.14,54.58,17.57,17.74,16.30,14.43,21.78,18.44,15.73,15.93
2024-03-17 00:31:12,43.43,42.93,49.23,55.19,33.21,40.85,48.10,54.48,18.00,18.10,16.30,14.30,21.83,18.62,15.69,15.90
2024-03-17 00:33:17,42.44,42.18,49.10,55.39,32.97,40.22,48.07,54.44,18.39,18.37,16.28,14.22,21.92,18.85,15.63,15.89
2024-03-17 00:35:22,41.57,41.52,49.07,55.46,32.86,39.68,48.11,54.44,18.73,18.64,16.21,14.13,21.99,19.09,15.60,15.80
2024-03-17 00:37:27,40.99,41.02,49.18,55.70,32.71,39.20,48.21,54.56,18.97,18.85,16.20,14.10,22.08,19.30,15.60,15.80
2024-03-17 00:39:32,40.55,40.53,49.14,55.79,32.50,38.63,48.18,54.53,19.07,18.97,16.20,14.04,22.10,19.47,15.60,15.80
2024-03-17 00:41:37,41.32,41.07,49.22,55.87,32.42,38.48,48.16,54.53,18.55,18.55,16.16,14.00,22.04,19.44,15.53,15.80
2024-03-17 00:43:42,42.62,42.13,49.14,55.85,32.58,38.89,48.15,54.47,17.95,18.06,16.10,13.91,21.93,19.19,15.48,15.72
2024-03-17 00:45:47,42.85,42.28,49.23,56.00,32.62,39.33,48.22,54.51,17.93,18.08,16.05,13.90,21.90,19.02,15.41,15.70
2024-03-17 00:47:52,43.37,42.67,51.64,60.76,32.73,39.66,50.60,56.61,17.88,18.07,16.04,14.05,21.91,18.96,15.42,15.70
2024-03-17 00:49:57,45.43,44.69,53.73,61.62,33.62,41.02,52.54,58.90,17.54,17.73,16.16,14.58,21.82,18.79,15.56,15.74
2024-03-17 00:52:02,47.17,46.26,53.70,59.84,34.32,42.20,52.40,58.89,17.18,17.38,16.27,15.07,21.71,18.57,15.73,15.86
2024-03-17 00:54:07,47.52,46.62,53.21,58.11,34.85,43.13,51.62,58.39,17.27,17.50,16.43,15.47,21.70,18.40,15.88,16.00
2024-03-17 00:56:12,46.13,45.43,51.43,55.25,34.66,42.89,50.07,56.91,17.69,17.87,16.50,15.48,21.76,18.46,16.00,16.10
2024-03-17 00:58:17,44.41,43.94,50.07,54.59,34.12,41.93,48.85,55.54,18.11,18.19,16.50,15.08,21.81,18.65,15.93,16.09
2024-03-17 01:00:22,43.05,42.82,49.48,54.67,33.62,40.98,48.44,54.99,18.45,18.42,16.50,14.82,21.90,18.85,15.85,16.01
2024-03-17 01:02:27,42.08,41.99,49.14,54.78,33.22,40.13,48.17,54.64,18.69,18.62,16.50,14.64,21.98,19.07,15.80,16.00
2024-03-17 01:04:32,41.47,41.43,49.07,55.05,32.98,39.61,48.23,54.60,18.85,18.78,16.50,14.51,22.02,19.25,15.74,16.00
2024-03-17 01:06:37,41.86,41.64,48.78,54.94,32.81,39.21,48.00,54.33,18.50,18.47,16.49,14.48,21.99,19.28,15.72,16.00
2024-03-17 01:08:42,42.98,42.57,48.82,55.12,32.84,39.35,48.08,54.40,17.90,17.98,16.40,14.33,21.87,19.07,15.68,15.92
2024-03-17 01:10:47,43.93,43.27,48.76,55.11,32.91,39.92,47.98,54.30,17.57,17.73,16.35,14.28,21.80,18.82,15.60,15.90
2024-03-17 01:12:52,43.35,42.70,48.85,55.19,32.82,40.04,48.00,54.32,17.80,17.97,16.30,14.21,21.81,18.74,15.60,15.82
2024-03-17 01:14:57,43.73,42.97,48.89,55.27,32.85,40.06,48.12,54.35,17.54,17.74,16.21,14.15,21.77,18.68,15.51,15.80
2024-03-17 01:17:02,44.52,43.72,49.00,55.47,32.96,40.35,48.19,54.50,17.21,17.39,16.19,14.04,21.65,18.52,15.49,15.72
2024-03-17 01:19:07,45.45,44.56,49.06,55.61,33.19,40.94,48.22,54.51,16.90,17.14,16.10,13.95,21.53,18.28,15.42,15.70
2024-03-17 01:21:12,44.94,44.14,49.14,55.72,33.23,41.22,48.31,54.57,17.19,17.38,16.10,13.91,21.54,18.20,15.40,15.69
2024-03-17 01:23:17,43.89,43.24,49.27,56.15,33.12,40.92,48.45,54.62,17.62,17.75,16.03,13.91,21.61,18.35,15.38,15.63
2024-03-17 01:25:22,43.19,42.82,50.46,56.95,33.13,40.77,49.52,55.77,18.07,18.12,16.12,14.42,21.71,18.56,15.46,15.67
2024-03-17 01:27:27,42.55,42.35,49.99,54.65,33.27,40.51,48.97,55.56,18.44,18.41,16.27,14.88,21.79,18.81,15.64,15.78
2024-03-17 01:29:32,41.67,41.59,49.29,54.21,33.04,39.84,48.23,54.86,18.68,18.63,16.29,14.63,21.88,19.03,15.62,15.80
2024-03-17 01:31:37,40.95,40.93,48.93,54.10,32.73,39.17,47.93,54.49,18.87,18.78,16.24,14.53,21.93,19.23,15.60,15.80
2024-03-17 01:33:42,40.79,40.72,48.83,54.46,32.53,38.67,47.89,54.35,18.78,18.72,16.20,14.33,21.97,19.35,15.55,15.78
2024-03-17 01:35:47,41.84,41.57,48.78,54.71,32.52,38.73,47.92,54.35,18.21,18.22,16.20,14.20,21.88,19.22,15.50,15.71
2024-03-17 01:37:52,42.92,42.33,48.62,54.68,32.58,39.11,47.65,54.12,17.72,17.86,16.20,14.20,21.80,18.98,15.57,15.80
2024-03-17 01:39:57,42.74,42.05,48.37,54.63,32.47,39.29,47.36,53.78,17.79,17.98,16.20,14.12,21.80,18.80,15.57,15.80
2024-03-17 01:42:02,42.53,41.77,48.37,54.77,32.27,39.13,47.43,53.81,17.71,17.93,16.17,14.01,21.77,18.77,15.50,15.71
2024-03-17 01:44:07,43.35,42.61,48.36,55.00,32.29,39.33,47.41,53.72,17.26,17.46,16.10,13.88,21.62,18.57,15.40,15.69
2024-03-17 01:46:12,45.12,44.23,50.76,59.23,32.77,40.38,49.59,55.75,16.94,17.17,16.07,14.09,21.51,18.34,15.43,15.69
2024-03-17 01:48:17,45.70,44.84,51.91,58.91,33.52,41.73,50.77,57.17,17.25,17.51,16.16,14.66,21.59,18.28,15.54,15.74
2024-03-17 01:50:22,44.97,44.34,51.80,57.20,33.83,41.93,50.49,57.09,17.71,17.88,16.28,15.15,21.69,18.40,15.71,15.83
2024-03-17 01:52:27,44.02,43.59,51.08,55.04,33.82,41.58,49.64,56.42,18.12,18.19,16.40,15.45,21.73,18.61,15.85,15.94
2024-03-17 01:54:32,42.85,42.68,49.72,53.69,33.58,40.84,48.51,55.25,18.45,18.43,16.45,15.18,21.80,18.83,15.90,16.00
2024-03-17 01:56:37,41.81,41.73,48.96,53.52,33.18,40.00,47.73,54.45,18.71,18.65,16.52,14.98,21.89,19.03,15.91,16.04
2024-03-17 01:58:42,41.11,41.06,48.44,53.54,32.85,39.32,47.21,53.92,18.90,18.80,16.58,14.83,21.95,19.24,15.97,16.10
2024-03-17 02:00:47,40.44,40.40,48.10,53.64,32.62,38.68,46.92,53.63,19.07,19.00,16.60,14.70,22.01,19.42,16.00,16.10
2024-03-17 02:02:52,40.63,40.42,47.85,53.72,32.37,38.25,46.68,53.33,18.80,18.78,16.60,14.62,21.99,19.47,16.00,16.12
2024-03-17 02:04:57,41.84,41.46,47.68,53.67,32.48,38.50,46.47,53.12,18.13,18.22,16.60,14.57,21.84,19.25,16.00,16.13
2024-03-17 02:07:02,42.82,42.23,47.55,53.72,32.57,39.00,46.27,52.93,17.73,17.93,16.61,14.50,21.76,18.98,16.02,16.17
2024-03-17 02:09:07,42.40,41.69,47.42,53.76,32.47,39.13,46.16,52.80,17.95,18.15,16.62,14.50,21.80,18.90,16.05,16.20
2024-03-17 02:11:12,42.52,41.76,47.27,53.76,32.31,39.06,46.03,52.64,17.73,17.94,16.63,14.39,21.78,18.85,16.02,16.19
2024-03-17 02:13:17,43.42,42.59,47.27,53.93,32.33,39.28,46.18,52.57,17.27,17.50,16.55,14.27,21.67,18.63,15.89,16.12
2024-03-17 02:15:22,44.48,43.54,47.36,54.16,32.63,40.06,46.33,52.62,16.97,17.23,16.46,14.15,21.53,18.38,15.78,16.07
2024-03-17 02:17:27,43.79,42.92,47.55,54.35,32.58,40.22,46.47,52.81,17.30,17.54,16.38,14.10,21.59,18.32,15.70,15.97
2024-03-17 02:19:32,42.75,42.11,47.62,54.36,32.40,39.88,46.64,52.89,17.70,17.83,16.30,14.07,21.63,18.45,15.62,15.90
2024-03-17 02:21:37,41.80,41.42,47.75,54.39,32.21,39.39,46.75,52.98,18.05,18.10,16.25,14.02,21.70,18.62,15.58,15.84
2024-03-17 02:23:42,41.07,40.85,48.09,55.09,32.08,38.89,47.04,53.24,18.36,18.32,16.20,14.07,21.79,18.83,15.59,15.81
