ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-02-24 00:02:02,47.30,47.47,43.61,53.95,36.77,32.12,38.91,38.96,17.17,17.04,19.11,15.32,20.96,23.50,19.88,22.22
2024-02-24 00:04:07,47.23,47.34,43.58,54.01,36.73,31.95,38.95,38.84,17.10,17.00,19.10,15.22,20.91,23.54,19.76,22.27
2024-02-24 00:06:12,47.20,47.28,43.52,54.14,36.80,31.85,39.07,38.77,17.08,16.99,19.05,15.13,20.83,23.52,19.67,22.25
2024-02-24 00:08:17,47.23,47.34,43.57,54.25,36.77,31.96,39.00,38.88,17.01,16.90,19.00,15.02,20.85,23.41,19.69,22.16
2024-02-24 00:10:22,47.15,47.23,43.50,54.36,36.58,31.86,38.90,38.89,17.00,16.90,19.00,15.00,20.90,23.43,19.71,22.15
2024-02-24 00:12:27,47.12,47.19,43.52,54.30,36.69,31.69,38.95,38.95,17.00,16.88,19.00,15.00,20.78,23.48,19.64,22.07
2024-02-24 00:14:32,47.08,47.21,43.47,54.23,36.80,31.78,39.09,38.89,17.00,16.80,18.91,14.96,20.69,23.38,19.51,22.06
2024-02-24 00:16:37,47.05,47.16,43.52,54.33,36.78,31.80,39.22,38.99,16.95,16.80,18.88,14.90,20.64,23.35,19.41,21.94
2024-02-24 00:18:42,46.94,47.00,43.59,54.32,36.68,31.82,39.20,39.15,17.00,16.90,18.80,14.90,20.71,23.32,19.43,21.85
2024-02-24 00:20:47,46.92,47.03,43.63,54.36,36.73,31.82,38.91,39.20,17.00,16.84,18.78,14.84,20.70,23.30,19.57,21.80
2024-02-24 00:22:52,46.80,46.88,43.68,54.52,36.62,31.78,38.95,39.35,17.00,16.88,18.77,14.80,20.70,23.30,19.53,21.72
2024-02-24 00:24:57,46.72,46.84,43.66,54.49,36.58,31.77,39.01,39.33,17.00,16.82,18.70,14.80,20.65,23.27,19.48,21.69
2024-02-24 00:27:02,46.71,46.78,43.62,54.46,36.63,31.62,38.86,39.33,16.92,16.80,18.73,14.78,20.57,23.28,19.51,21.70
2024-02-24 00:29:07,46.59,46.70,43.43,54.33,36.62,31.66,38.80,39.12,16.90,16.79,18.73,14.76,20.50,23.15,19.42,21.73
