ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-03-18 00:02:02,41.10,41.03,47.34,54.72,33.81,39.85,45.84,51.95,18.81,18.72,16.82,14.31,21.40,18.95,16.28,16.58
2024-03-18 00:04:07,40.97,40.79,47.42,54.76,33.56,39.27,45.97,52.04,18.67,18.63,16.72,14.27,21.39,19.09,16.19,16.50
2024-03-18 00:06:12,42.09,41.72,47.53,54.78,33.63,39.34,46.06,52.15,18.03,18.08,16.62,14.17,21.22,18.90,16.11,16.42
2024-03-18 00:08:17,43.22,42.57,47.72,54.99,33.85,39.94,46.20,52.20,17.62,17.75,16.50,14.10,21.10,18.61,16.01,16.38
2024-03-18 00:10:22,42.85,42.14,47.79,55.00,33.71,40.07,46.25,52.19,17.77,17.96,16.41,14.01,21.17,18.50,15.93,16.30
2024-03-18 00:12:27,42.95,42.16,47.90,55.07,33.58,39.99,46.40,52.32,17.59,17.79,16.35,14.00,21.13,18.46,15.90,16.27
2024-03-18 00:14:32,43.75,42.88,47.91,54.94,33.67,40.30,46.32,52.29,17.19,17.41,16.30,14.00,20.98,18.26,15.90,16.22
2024-03-18 00:16:37,44.68,43.70,47.83,54.89,34.01,41.02,46.15,52.21,16.92,17.16,16.30,14.01,20.84,17.99,15.91,16.25
2024-03-18 00:18:42,44.26,43.38,48.77,55.78,34.08,41.36,46.89,52.96,17.26,17.52,16.38,14.43,20.92,17.96,15.99,16.30
2024-03-18 00:20:47,43.57,42.82,48.63,53.68,34.13,41.39,46.67,52.97,17.68,17.87,16.49,15.03,21.02,18.10,16.15,16.38
2024-03-18 00:22:52,42.57,42.07,47.95,52.98,34.00,40.93,46.07,52.34,18.06,18.12,16.50,14.83,21.12,18.32,16.15,16.40
2024-03-18 00:24:57,41.64,41.40,47.80,53.13,33.75,40.34,45.95,52.23,18.39,18.38,16.51,14.69,21.20,18.53,16.10,16.40
2024-03-18 00:27:02,41.04,40.89,47.58,53.29,33.62,39.81,45.80,52.08,18.63,18.57,16.59,14.59,21.30,18.77,16.17,16.40
2024-03-18 00:29:07,40.62,40.51,47.37,53.42,33.45,39.32,45.55,51.89,18.80,18.73,16.62,14.52,21.38,18.97,16.24,16.44
2024-03-18 00:31:12,39.93,39.95,47.41,53.76,33.13,38.72,45.08,51.71,19.06,18.97,16.60,14.43,21.53,19.23,16.43,16.55
2024-03-18 00:33:17,39.73,39.39,47.45,54.01,32.73,37.85,44.52,51.39,18.98,19.05,16.53,14.29,21.66,19.52,16.62,16.60
2024-03-18 00:35:22,40.51,39.82,47.56,54.15,32.68,37.51,44.09,51.13,18.56,18.77,16.43,14.21,21.60,19.60,16.74,16.69
2024-03-18 00:37:27,41.46,40.40,47.67,54.31,32.69,37.40,43.78,50.92,18.09,18.46,16.38,14.14,21.60,19.60,16.82,16.70
2024-03-18 00:39:32,42.38,41.00,47.74,54.33,32.64,37.45,43.36,50.68,17.68,18.14,16.30,14.10,21.57,19.53,16.93,16.78
2024-03-18 00:41:37,43.18,41.59,47.85,54.43,32.69,37.58,43.18,50.55,17.37,17.91,16.27,14.10,21.50,19.43,17.00,16.80
2024-03-18 00:43:42,43.18,41.68,47.92,54.45,32.54,37.62,42.92,50.42,17.38,17.90,16.20,14.10,21.58,19.40,17.07,16.80
2024-03-18 00:45:47,43.43,41.78,47.93,54.47,32.40,37.57,42.72,50.31,17.25,17.78,16.20,14.10,21.62,19.40,17.12,16.87
2024-03-18 00:47:52,43.86,42.19,47.95,54.41,32.35,37.67,42.54,50.18,17.06,17.60,16.22,14.09,21.60,19.33,17.19,16.90
2024-03-18 00:49:57,44.27,42.68,47.77,54.29,32.46,37.82,42.34,49.98,16.97,17.47,16.30,14.12,21.62,19.30,17.27,16.98
2024-03-18 00:52:02,43.82,42.52,47.59,54.13,32.34,37.87,42.05,49.78,17.22,17.60,16.39,14.20,21.76,19.32,17.39,17.07
2024-03-18 00:54:07,43.10,42.06,47.51,54.14,32.03,37.58,41.76,49.58,17.52,17.80,16.40,14.20,21.93,19.46,17.50,17.10
2024-03-18 00:56:12,42.78,41.81,47.47,54.17,31.84,37.21,41.51,49.50,17.56,17.85,16.40,14.18,22.00,19.60,17.59,17.10
2024-03-18 00:58:17,43.27,42.18,47.55,54.33,31.85,37.06,41.37,49.41,17.30,17.64,16.32,14.07,21.92,19.60,17.58,17.10
2024-03-18 01:00:22,43.92,42.69,47.87,54.60,32.02,37.12,41.43,49.63,17.11,17.45,16.20,14.00,21.88,19.60,17.60,17.01
2024-03-18 01:02:27,43.82,42.67,48.09,54.76,31.97,37.17,41.51,49.72,17.18,17.52,16.17,14.00,21.93,19.60,17.57,17.00
2024-03-18 01:04:32,44.08,42.86,48.25,54.89,31.92,37.14,41.64,49.80,17.05,17.43,16.15,13.99,21.91,19.61,17.53,17.02
2024-03-18 01:06:37,44.58,43.27,48.33,55.03,32.01,37.16,41.70,49.84,16.87,17.27,16.10,13.96,21.90,19.61,17.52,17.00
2024-03-18 01:08:42,44.87,43.60,48.35,54.98,32.07,37.24,41.67,49.83,16.85,17.23,16.10,13.93,21.90,19.62,17.50,17.00
2024-03-18 01:10:47,44.18,43.13,48.28,54.98,31.86,37.02,41.67,49.75,17.13,17.43,16.10,13.95,22.02,19.74,17.50,17.01
2024-03-18 01:12:52,43.39,42.60,48.41,55.05,31.62,36.74,41.74,49.78,17.44,17.64,16.10,13.97,22.16,19.88,17.51,17.03
2024-03-18 01:14:57,43.17,42.38,48.23,54.80,31.50,36.44,41.54,49.68,17.46,17.67,16.19,14.01,22.20,19.99,17.59,17.10
2024-03-18 01:17:02,43.58,42.70,47.89,54.57,31.56,36.33,41.47,49.45,17.28,17.50,16.29,14.10,22.14,20.00,17.60,17.15
2024-03-18 01:19:07,43.77,42.89,47.73,54.49,31.55,36.34,41.37,49.28,17.25,17.49,16.30,14.10,22.19,20.02,17.60,17.20
2024-03-18 01:21:12,43.60,42.67,47.75,54.48,31.40,36.19,41.34,49.20,17.25,17.52,16.30,14.10,22.20,20.06,17.60,17.20
2024-03-18 01:23:17,44.04,42.95,47.76,54.48,31.48,36.19,41.32,49.16,17.05,17.35,16.29,14.10,22.14,20.00,17.60,17.20
2024-03-18 01:25:22,44.57,43.42,47.83,54.53,31.63,36.39,41.24,49.16,16.88,17.21,16.22,14.08,22.10,19.94,17.60,17.20
2024-03-18 01:27:27,44.13,43.15,47.75,54.50,31.52,36.40,41.06,49.07,17.09,17.36,16.20,14.00,22.16,19.94,17.64,17.17
2024-03-18 01:29:32,43.51,42.73,48.10,54.86,31.36,36.22,41.09,49.37,17.34,17.56,16.13,13.93,22.25,20.03,17.68,17.10
2024-03-18 01:31:37,42.88,42.27,48.21,54.91,31.16,36.00,41.10,49.47,17.57,17.73,16.10,13.90,22.34,20.13,17.64,17.10
2024-03-18 01:33:42,42.99,42.24,48.13,54.85,31.13,35.76,41.08,49.37,17.43,17.64,16.10,13.90,22.30,20.20,17.60,17.10
2024-03-18 01:35:47,43.49,42.62,48.09,54.77,31.23,35.77,41.09,49.30,17.20,17.44,16.10,13.90,22.21,20.17,17.60,17.09
2024-03-18 01:37:52,43.60,42.73,48.08,54.71,31.24,35.83,41.05,49.26,17.21,17.45,16.10,13.90,22.22,20.10,17.60,17.10
2024-03-18 01:39:57,43.58,42.58,48.05,54.70,31.14,35.73,41.02,49.25,17.14,17.43,16.10,13.91,22.21,20.12,17.60,17.10
2024-03-18 01:42:02,43.92,42.85,47.95,54.39,31.17,35.78,41.08,49.13,16.98,17.27,16.10,14.01,22.19,20.10,17.53,17.10
2024-03-18 01:44:07,44.57,43.39,48.06,54.52,31.39,36.07,41.22,49.24,16.83,17.17,16.10,14.09,22.10,20.00,17.56,17.10
2024-03-18 01:46:12,44.23,43.23,47.96,54.34,31.38,36.17,41.07,49.20,17.03,17.30,16.17,14.09,22.17,20.01,17.60,17.11
2024-03-18 01:48:17,43.53,42.78,47.93,54.43,31.25,36.02,41.00,49.20,17.35,17.52,16.20,14.10,22.31,20.13,17.68,17.19
2024-03-18 01:50:22,42.87,42.29,47.83,54.45,31.08,35.72,40.78,49.11,17.59,17.70,16.22,14.10,22.40,20.26,17.78,17.20
2024-03-18 01:52:27,42.94,42.27,47.80,54.41,30.99,35.53,40.81,49.03,17.47,17.62,16.24,14.10,22.38,20.30,17.73,17.20
2024-03-18 01:54:32,43.43,42.62,47.67,54.23,31.02,35.58,40.83,48.88,17.24,17.45,16.28,14.10,22.30,20.26,17.69,17.21
2024-03-18 01:56:37,43.37,42.57,47.63,54.22,30.99,35.59,40.93,48.80,17.27,17.48,16.25,14.10,22.32,20.20,17.62,17.24
2024-03-18 01:58:42,43.60,42.63,47.66,54.31,30.98,35.51,40.99,48.78,17.12,17.41,16.20,14.10,22.30,20.20,17.60,17.26
2024-03-18 02:00:47,44.14,43.02,47.72,54.38,31.10,35.61,41.06,48.78,16.92,17.25,16.20,14.03,22.22,20.20,17.57,17.21
2024-03-18 02:02:52,44.50,43.38,47.80,54.50,31.31,35.84,41.12,48.82,16.88,17.18,16.20,14.00,22.19,20.10,17.58,17.21
2024-03-18 02:04:57,43.86,42.96,47.75,54.45,31.18,35.85,41.12,48.82,17.19,17.43,16.25,14.07,22.29,20.15,17.59,17.28
2024-03-18 02:07:02,43.04,42.42,47.50,54.18,31.05,35.76,40.96,48.69,17.52,17.67,16.38,14.15,22.40,20.23,17.69,17.33
2024-03-18 02:09:07,42.69,42.11,47.28,54.04,30.92,35.48,40.77,48.55,17.61,17.72,16.40,14.20,22.41,20.30,17.74,17.40
2024-03-18 02:11:12,43.08,42.42,47.30,54.04,30.98,35.38,40.69,48.48,17.38,17.55,16.40,14.20,22.36,20.33,17.79,17.40
2024-03-18 02:13:17,43.72,42.87,47.47,54.17,31.12,35.49,40.66,48.52,17.17,17.38,16.33,14.18,22.30,20.30,17.80,17.40
2024-03-18 02:15:22,43.56,42.75,47.56,54.27,31.08,35.58,40.68,48.50,17.24,17.47,16.32,14.12,22.30,20.27,17.80,17.40
2024-03-18 02:17:27,43.88,42.86,47.57,54.45,31.07,35.58,40.68,48.51,17.05,17.34,16.28,14.02,22.28,20.20,17.76,17.33
2024-03-18 02:19:32,44.60,43.39,48.07,54.94,31.26,35.89,40.95,48.92,16.83,17.16,16.15,13.92,22.18,20.08,17.72,17.25
2024-03-18 02:21:37,44.62,43.51,48.18,54.92,31.40,36.15,41.00,48.98,16.90,17.22,16.10,13.93,22.17,20.00,17.70,17.20
2024-03-18 02:23:42,43.88,42.98,48.18,54.85,31.22,36.02,40.92,48.95,17.20,17.45,16.10,13.92,22.28,20.07,17.70,17.20
2024-03-18 02:25:47,43.09,42.44,48.06,54.82,31.05,35.80,40.83,48.91,17.50,17.64,16.10,13.91,22.38,20.18,17.70,17.20
2024-03-18 02:27:52,42.68,42.12,47.96,54.58,30.91,35.52,40.81,48.87,17.58,17.72,16.17,14.03,22.40,20.28,17.70,17.22
2024-03-18 02:29:57,43.08,42.41,47.74,54.47,30.99,35.45,40.73,48.73,17.39,17.57,16.27,14.04,22.33,20.30,17.75,17.30
2024-03-18 02:32:02,43.62,42.77,47.54,54.26,31.08,35.50,40.68,48.59,17.22,17.42,16.30,14.10,22.30,20.29,17.72,17.31
2024-03-18 02:34:07,43.38,42.60,47.46,54.23,30.93,35.45,40.64,48.50,17.27,17.48,16.30,14.10,22.38,20.30,17.72,17.33
2024-03-18 02:36:12,43.60,42.66,47.41,54.12,30.86,35.39,40.52,48.37,17.09,17.35,16.27,14.10,22.29,20.22,17.78,17.30
2024-03-18 02:38:17,44.02,42.93,47.41,54.14,30.98,35.41,40.37,48.32,16.88,17.19,16.21,14.01,22.17,20.17,17.74,17.30
2024-03-18 02:40:22,44.03,43.01,47.36,54.00,31.01,35.55,40.29,48.28,16.93,17.21,16.20,14.00,22.17,20.10,17.70,17.30
2024-03-18 02:42:27,43.35,42.55,47.37,54.13,30.84,35.45,40.37,48.30,17.21,17.42,16.20,14.00,22.28,20.14,17.69,17.26
2024-03-18 02:44:32,42.69,42.07,47.32,54.07,30.67,35.28,40.49,48.27,17.48,17.62,16.20,14.00,22.40,20.23,17.60,17.24
2024-03-18 02:46:37,42.21,41.68,47.42,54.14,30.55,35.11,40.62,48.37,17.65,17.77,16.20,14.00,22.50,20.35,17.61,17.25
2024-03-18 02:48:42,42.57,41.89,47.49,54.22,30.56,34.99,40.63,48.46,17.45,17.62,16.20,14.00,22.41,20.40,17.61,17.22
2024-03-18 02:50:47,43.19,42.37,47.58,54.30,30.79,35.15,40.76,48.48,17.23,17.45,16.20,14.00,22.31,20.30,17.60,17.22
