ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-03-11 00:02:02,47.90,46.81,40.08,48.92,31.92,40.46,31.13,43.06,17.38,17.71,21.04,17.41,23.84,19.78,24.22,20.46
2024-03-11 00:04:07,48.03,46.84,40.40,49.28,31.98,40.77,32.80,45.07,17.30,17.60,20.80,17.22,23.72,19.55,23.05,19.61
2024-03-11 00:06:12,48.16,47.04,40.76,49.60,32.31,41.31,33.98,46.51,17.31,17.60,20.57,17.05,23.53,19.38,22.34,19.02
2024-03-11 00:08:17,46.89,45.93,41.02,49.94,32.32,41.18,34.73,47.69,17.78,18.06,20.43,16.85,23.50,19.43,21.88,18.54
2024-03-11 00:10:22,46.15,45.29,41.23,50.19,32.23,40.81,35.35,48.66,17.88,18.12,20.26,16.74,23.43,19.44,21.53,18.20
2024-03-11 00:12:27,46.12,45.30,41.38,50.34,32.26,40.79,35.93,49.35,17.79,18.00,20.13,16.64,23.34,19.39,21.18,17.93
2024-03-11 00:14:32,46.43,45.59,41.60,50.46,32.30,40.88,36.35,49.97,17.59,17.82,19.97,16.55,23.25,19.26,20.93,17.68
2024-03-11 00:16:37,46.76,45.78,41.88,50.60,32.38,41.13,36.57,50.45,17.39,17.65,19.78,16.45,23.11,19.12,20.80,17.48
2024-03-11 00:18:42,47.21,46.12,42.08,50.74,32.48,41.29,36.68,50.93,17.22,17.53,19.64,16.33,22.98,19.01,20.71,17.28
2024-03-11 00:20:47,48.38,47.37,42.54,50.98,33.58,42.61,36.85,51.42,17.42,17.68,19.52,16.28,22.91,19.03,20.62,17.16
2024-03-11 00:22:52,46.68,45.81,42.74,51.38,33.52,42.04,36.87,51.91,17.96,18.20,19.48,16.17,22.95,19.23,20.69,17.03
2024-03-11 00:24:57,44.80,44.18,42.71,51.58,33.06,40.88,36.87,52.34,18.47,18.65,19.46,16.09,23.00,19.52,20.70,16.88
2024-03-11 00:27:02,44.12,43.55,42.68,51.73,32.81,39.85,36.89,52.70,18.50,18.62,19.40,16.00,22.94,19.82,20.61,16.75
2024-03-11 00:29:07,44.42,43.85,42.78,51.81,32.85,39.37,36.99,52.97,18.23,18.34,19.28,15.91,22.78,19.90,20.52,16.62
2024-03-11 00:31:12,44.81,44.18,42.87,51.88,32.96,39.26,37.22,53.20,17.98,18.11,19.19,15.88,22.62,19.84,20.35,16.50
2024-03-11 00:33:17,45.38,44.62,43.09,51.94,33.13,39.29,37.48,53.49,17.68,17.89,19.07,15.80,22.45,19.74,20.17,16.40
2024-03-11 00:35:22,45.97,45.00,43.29,52.02,33.41,39.54,37.75,53.63,17.49,17.75,18.94,15.78,22.26,19.61,20.03,16.33
2024-03-11 00:37:27,45.32,44.41,43.44,52.08,33.55,39.72,37.81,53.86,17.78,18.07,18.90,15.71,22.22,19.54,19.98,16.24
2024-03-11 00:39:32,44.89,43.92,43.53,52.23,33.45,39.30,38.03,54.10,17.83,18.13,18.82,15.61,22.20,19.68,19.88,16.17
2024-03-11 00:41:37,45.13,44.16,43.70,52.31,33.52,39.13,38.16,54.18,17.70,17.95,18.72,15.60,22.11,19.69,19.80,16.11
2024-03-11 00:43:42,45.57,44.62,43.92,52.39,33.75,39.30,38.24,54.33,17.48,17.76,18.61,15.58,21.96,19.61,19.75,16.10
2024-03-11 00:45:47,46.11,45.00,44.05,52.42,33.90,39.42,38.45,54.44,17.28,17.61,18.55,15.55,21.85,19.53,19.65,16.04
2024-03-11 00:47:52,46.75,45.63,44.32,52.53,34.32,39.91,38.63,54.63,17.21,17.52,18.43,15.50,21.74,19.43,19.56,15.99
2024-03-11 00:49:57,45.77,44.81,44.33,52.71,34.40,40.02,38.58,54.79,17.64,17.93,18.41,15.41,21.80,19.40,19.57,15.90
2024-03-11 00:52:02,44.31,43.51,44.25,52.81,34.11,39.64,38.37,54.86,18.17,18.39,18.47,15.40,21.88,19.54,19.66,15.90
2024-03-11 00:54:07,43.05,42.47,44.15,52.75,33.86,39.15,38.20,54.87,18.61,18.76,18.50,15.38,21.98,19.74,19.70,15.85
2024-03-11 00:56:12,42.85,42.28,44.09,52.65,33.68,38.55,38.15,54.82,18.55,18.66,18.46,15.40,22.00,19.93,19.69,15.88
2024-03-11 00:58:17,43.42,42.83,44.13,52.71,33.70,38.42,38.29,54.87,18.25,18.38,18.40,15.33,21.93,19.91,19.60,15.80
2024-03-11 01:00:22,44.02,43.26,44.29,52.86,33.80,38.53,38.42,54.94,17.98,18.18,18.36,15.30,21.86,19.84,19.55,15.80
2024-03-11 01:02:27,44.74,43.79,44.42,52.82,33.92,38.75,38.60,55.02,17.68,17.93,18.30,15.30,21.77,19.73,19.43,15.80
2024-03-11 01:04:32,45.08,44.16,44.53,52.76,34.14,39.16,38.70,55.03,17.63,17.91,18.22,15.31,21.70,19.55,19.40,15.80
2024-03-11 01:06:37,44.17,43.24,44.51,52.87,33.98,39.07,38.68,55.14,17.95,18.25,18.26,15.27,21.70,19.57,19.40,15.71
2024-03-11 01:08:42,44.27,43.35,44.45,52.92,33.92,38.78,38.78,55.27,17.80,18.07,18.24,15.20,21.70,19.60,19.30,15.68
2024-03-11 01:10:47,44.73,43.77,44.58,52.88,33.95,38.83,38.75,55.33,17.59,17.86,18.12,15.20,21.62,19.58,19.30,15.61
2024-03-11 01:12:52,45.22,44.17,44.66,52.82,34.06,38.98,38.69,55.33,17.34,17.64,18.08,15.20,21.52,19.47,19.30,15.60
2024-03-11 01:14:57,45.90,44.83,44.84,52.92,34.32,39.41,38.80,55.34,17.23,17.51,18.00,15.17,21.50,19.34,19.26,15.60
2024-03-11 01:17:02,45.04,44.06,44.80,52.97,34.30,39.57,38.55,55.40,17.62,17.90,18.00,15.10,21.50,19.30,19.38,15.57
2024-03-11 01:19:07,43.82,42.98,44.72,53.07,34.14,39.27,38.23,55.46,18.11,18.34,18.01,15.05,21.59,19.43,19.50,15.50
2024-03-11 01:21:12,42.56,41.98,44.61,53.12,33.92,38.76,38.09,55.50,18.58,18.72,18.08,15.00,21.69,19.66,19.55,15.50
2024-03-11 01:23:17,42.34,41.73,44.54,53.14,33.72,38.17,38.03,55.58,18.54,18.67,18.09,15.00,21.71,19.86,19.53,15.44
2024-03-11 01:25:22,42.96,42.37,44.66,53.10,33.81,38.13,38.15,55.62,18.23,18.36,18.01,15.01,21.67,19.85,19.49,15.50
2024-03-11 01:27:27,43.72,42.96,44.80,53.15,33.90,38.32,38.42,55.72,17.91,18.11,18.00,15.06,21.60,19.75,19.40,15.50
2024-03-11 01:29:32,44.56,43.62,44.92,53.17,34.01,38.66,38.67,55.80,17.61,17.88,18.00,15.05,21.60,19.62,19.27,15.50
2024-03-11 01:31:37,44.70,43.73,45.03,53.34,34.13,39.08,38.97,55.87,17.68,17.97,17.93,15.00,21.61,19.49,19.20,15.50
2024-03-11 01:33:42,43.98,42.94,45.01,53.41,33.95,38.97,38.98,55.98,17.89,18.22,17.99,15.00,21.66,19.50,19.20,15.42
2024-03-11 01:35:47,44.26,43.28,45.06,53.45,33.95,38.90,39.10,56.08,17.72,17.99,17.90,14.98,21.60,19.49,19.11,15.40
2024-03-11 01:37:52,44.77,43.70,45.05,53.52,34.02,39.00,39.30,56.19,17.48,17.77,17.90,14.90,21.52,19.39,18.98,15.31
2024-03-11 01:39:57,45.41,44.32,45.10,53.47,34.19,39.35,39.42,56.32,17.25,17.55,17.84,14.90,21.41,19.25,18.91,15.22
2024-03-11 01:42:02,45.31,44.29,45.20,53.58,34.39,39.76,39.48,56.40,17.44,17.73,17.80,14.84,21.41,19.14,18.91,15.20
2024-03-11 01:44:07,44.03,43.18,45.10,53.68,34.21,39.57,39.18,56.48,17.93,18.18,17.87,14.80,21.49,19.21,19.02,15.20
2024-03-11 01:46:12,42.83,42.13,44.97,53.65,33.96,39.08,38.96,56.41,18.40,18.57,17.90,14.80,21.59,19.42,19.14,15.20
2024-03-11 01:48:17,41.89,41.32,44.90,53.53,33.70,38.45,38.66,56.38,18.70,18.83,17.90,14.87,21.70,19.66,19.25,15.20
2024-03-11 01:50:22,42.20,41.62,44.86,53.34,33.55,38.08,38.58,56.32,18.41,18.55,17.88,14.90,21.68,19.77,19.18,15.20
2024-03-11 01:52:27,42.88,42.20,44.85,53.33,33.59,38.12,38.84,56.29,18.06,18.22,17.80,14.84,21.60,19.67,19.03,15.15
2024-03-11 01:54:32,43.67,42.78,44.83,53.28,33.67,38.29,38.92,56.29,17.72,17.96,17.80,14.81,21.52,19.56,18.94,15.10
2024-03-11 01:56:37,43.55,42.68,44.86,53.28,33.70,38.57,38.93,56.28,17.87,18.12,17.80,14.80,21.55,19.48,18.93,15.10
2024-03-11 01:58:42,42.99,42.03,44.78,53.25,33.46,38.34,38.73,56.20,17.98,18.27,17.80,14.80,21.60,19.50,19.00,15.10
2024-03-11 02:00:47,43.33,42.42,44.76,53.10,33.38,38.18,38.72,56.17,17.73,18.01,17.72,14.85,21.55,19.48,18.99,15.10
2024-03-11 02:02:52,44.05,43.04,44.82,52.88,33.52,38.40,38.83,56.07,17.44,17.73,17.70,14.88,21.50,19.38,18.90,15.10
2024-03-11 02:04:57,44.75,43.70,44.99,52.83,33.82,38.96,38.95,56.10,17.31,17.62,17.70,14.98,21.40,19.23,18.91,15.13
2024-03-11 02:07:02,44.17,43.15,45.13,53.00,33.94,39.35,38.93,56.20,17.69,18.00,17.70,14.90,21.46,19.14,19.01,15.18
2024-03-11 02:09:07,42.96,42.12,44.94,53.09,33.77,39.07,38.61,56.18,18.19,18.43,17.76,14.90,21.56,19.29,19.12,15.12
2024-03-11 02:11:12,41.95,41.33,44.90,53.15,33.56,38.62,38.53,56.35,18.59,18.78,17.80,14.83,21.67,19.49,19.15,15.10
2024-03-11 02:13:17,41.68,41.05,44.85,53.18,33.38,38.10,38.53,56.37,18.59,18.72,17.79,14.80,21.70,19.69,19.10,15.10
2024-03-11 02:15:22,42.38,41.79,44.90,53.18,33.44,38.01,38.67,56.42,18.24,18.37,17.72,14.81,21.66,19.70,19.02,15.10
2024-03-11 02:17:27,43.11,42.39,44.95,53.32,33.56,38.16,38.79,56.44,17.91,18.10,17.70,14.76,21.57,19.59,18.98,15.07
2024-03-11 02:19:32,43.69,42.82,45.05,53.40,33.69,38.48,38.87,56.50,17.74,17.97,17.67,14.70,21.50,19.50,18.94,15.00
2024-03-11 02:21:37,42.93,42.07,44.99,53.44,33.52,38.43,38.62,56.53,18.03,18.31,17.68,14.70,21.60,19.47,19.06,15.00
2024-03-11 02:23:42,43.02,42.07,44.87,53.52,33.45,38.23,38.82,56.62,17.89,18.17,17.70,14.67,21.55,19.49,18.91,14.96
2024-03-11 02:25:47,43.45,42.50,44.94,53.52,33.45,38.32,38.94,56.71,17.68,17.93,17.60,14.61,21.50,19.38,18.81,14.90
2024-03-11 02:27:52,43.98,42.98,44.99,53.50,33.47,38.48,39.03,56.61,17.39,17.71,17.60,14.60,21.43,19.27,18.80,14.91
2024-03-11 02:29:57,44.68,43.56,45.09,53.45,33.65,38.97,39.00,56.59,17.24,17.57,17.52,14.60,21.40,19.11,18.80,14.90
2024-03-11 02:32:02,43.93,42.92,45.08,53.43,33.68,39.18,38.93,56.56,17.60,17.93,17.56,14.60,21.43,19.04,18.80,14.91
2024-03-11 02:34:07,42.83,41.96,45.05,53.47,33.56,38.85,38.95,56.58,18.08,18.34,17.60,14.60,21.50,19.23,18.82,14.90
2024-03-11 02:36:12,41.83,41.16,44.97,53.51,33.39,38.46,38.78,56.63,18.52,18.68,17.60,14.60,21.60,19.41,18.93,14.90
2024-03-11 02:38:17,41.02,40.48,44.95,53.43,33.18,37.96,38.52,56.67,18.77,18.89,17.60,14.65,21.69,19.66,19.04,14.90
2024-03-11 02:40:22,41.48,40.86,44.87,53.53,33.12,37.54,38.64,56.78,18.48,18.61,17.60,14.60,21.67,19.77,18.93,14.90
2024-03-11 02:42:27,42.32,41.61,44.96,53.56,33.25,37.73,38.66,56.79,18.08,18.25,17.60,14.60,21.55,19.65,18.95,14.90
2024-03-11 02:44:32,43.19,42.34,45.16,53.54,33.47,38.08,38.94,56.82,17.79,18.04,17.55,14.60,21.50,19.52,18.81,14.90
2024-03-11 02:46:37,42.80,41.90,45.13,53.58,33.44,38.20,38.91,56.82,18.04,18.32,17.60,14.61,21.58,19.50,18.88,14.90
2024-03-11 02:48:42,42.80,41.82,45.15,53.55,33.34,38.12,38.79,56.81,17.95,18.23,17.58,14.60,21.60,19.50,18.92,14.90
2024-03-11 02:50:47,43.26,42.32,45.15,53.53,33.32,38.21,38.84,56.87,17.72,17.99,17.50,14.60,21.55,19.44,18.84,14.88
2024-03-11 02:52:52,43.87,42.83,45.21,53.55,33.43,38.35,39.00,56.90,17.43,17.76,17.49,14.60,21.48,19.37,18.75,14.82
2024-03-11 02:54:57,44.55,43.41,45.37,53.62,33.62,38.75,39.26,56.88,17.25,17.58,17.40,14.58,21.40,19.19,18.64,14.81
2024-03-11 02:57:02,44.11,43.01,45.42,53.62,33.74,39.13,39.16,56.91,17.55,17.89,17.40,14.55,21.40,19.09,18.73,14.81
2024-03-11 02:59:07,42.95,42.05,45.31,53.71,33.59,38.96,38.99,56.95,18.02,18.31,17.48,14.50,21.50,19.17,18.80,14.80
2024-03-11 03:01:12,41.90,41.20,45.18,53.79,33.40,38.57,38.94,56.99,18.47,18.67,17.50,14.50,21.61,19.38,18.80,14.80
2024-03-11 03:03:17,41.29,40.66,45.08,53.87,33.19,38.04,38.87,57.01,18.62,18.77,17.50,14.49,21.65,19.57,18.80,14.80
2024-03-11 03:05:22,41.83,41.22,45.05,53.83,33.25,37.78,38.96,57.03,18.28,18.43,17.50,14.45,21.57,19.60,18.74,14.78
2024-03-11 03:07:27,42.56,41.86,45.21,53.76,33.36,37.87,39.18,57.13,17.94,18.12,17.42,14.50,21.50,19.55,18.64,14.71
2024-03-11 03:09:32,43.11,42.28,45.38,53.84,33.42,38.18,39.31,57.22,17.81,18.03,17.40,14.50,21.50,19.43,18.60,14.70
2024-03-11 03:11:37,42.44,41.57,45.34,53.88,33.27,38.10,39.22,57.27,18.05,18.35,17.40,14.47,21.55,19.47,18.65,14.70
2024-03-11 03:13:42,42.76,41.81,45.35,53.92,33.25,37.98,39.32,57.28,17.83,18.11,17.40,14.43,21.50,19.45,18.57,14.70
2024-03-11 03:15:47,43.43,42.48,45.36,53.98,33.35,38.18,39.54,57.30,17.57,17.81,17.38,14.40,21.43,19.35,18.46,14.70
2024-03-11 03:17:52,44.33,43.27,45.53,54.00,33.58,38.61,39.78,57.37,17.27,17.56,17.30,14.40,21.33,19.20,18.40,14.70
2024-03-11 03:19:57,44.21,43.20,45.64,54.03,33.79,39.02,39.74,57.39,17.48,17.78,17.30,14.40,21.33,19.10,18.46,14.70
2024-03-11 03:22:02,43.25,42.34,45.82,54.52,33.69,38.98,39.68,57.67,17.95,18.21,17.35,14.51,21.45,19.19,18.59,14.72
2024-03-11 03:24:07,42.35,41.65,46.13,53.41,33.73,38.78,39.95,57.61,18.48,18.68,17.49,15.26,21.58,19.45,18.73,14.99
2024-03-11 03:26:12,41.47,40.91,45.56,52.06,33.62,38.37,39.46,56.74,18.85,18.97,17.60,15.41,21.70,19.68,18.80,15.12
2024-03-11 03:28:17,41.48,40.89,45.19,52.15,33.42,37.88,39.13,56.53,18.66,18.78,17.62,15.20,21.70,19.80,18.88,15.10
2024-03-11 03:30:22,42.12,41.42,45.03,52.30,33.40,37.81,39.05,56.53,18.30,18.45,17.62,15.10,21.61,19.71,18.83,15.00
2024-03-11 03:32:27,42.84,41.99,45.09,52.64,33.41,37.98,39.11,56.72,17.92,18.14,17.60,14.94,21.56,19.56,18.77,14.93
2024-03-11 03:34:32,43.46,42.51,45.18,52.84,33.48,38.36,39.22,56.85,17.70,17.98,17.53,14.88,21.51,19.39,18.72,14.90
2024-03-11 03:36:37,42.81,41.82,45.11,52.98,33.35,38.45,38.90,56.83,17.96,18.30,17.58,14.80,21.60,19.34,18.88,14.90
2024-03-11 03:38:42,42.81,41.77,45.06,53.15,33.23,38.18,38.91,56.87,17.87,18.19,17.55,14.72,21.56,19.40,18.82,14.90
2024-03-11 03:40:47,43.30,42.25,45.11,53.13,33.30,38.19,38.97,56.82,17.62,17.93,17.50,14.70,21.46,19.37,18.78,14.88
2024-03-11 03:42:52,44.04,42.90,45.17,53.18,33.45,38.37,38.92,56.82,17.31,17.65,17.48,14.70,21.38,19.27,18.79,14.85
2024-03-11 03:44:57,44.58,43.41,45.27,53.33,33.82,38.90,38.98,56.85,17.28,17.62,17.40,14.60,21.30,19.12,18.73,14.80
2024-03-11 03:47:02,43.49,42.47,45.25,53.53,33.68,38.79,38.97,56.93,17.73,18.05,17.43,14.57,21.37,19.18,18.78,14.80
2024-03-11 03:49:07,42.41,41.58,45.16,53.61,33.53,38.54,38.77,57.05,18.21,18.44,17.50,14.55,21.47,19.34,18.86,14.76
2024-03-11 03:51:12,41.41,40.80,45.10,53.73,33.32,38.14,38.66,57.08,18.64,18.80,17.50,14.50,21.61,19.52,18.90,14.80
2024-03-11 03:53:17,41.13,40.54,45.00,53.84,33.14,37.70,38.70,57.06,18.64,18.77,17.52,14.50,21.66,19.68,18.88,14.80
2024-03-11 03:55:22,41.91,41.27,45.12,53.84,33.24,37.69,39.01,57.17,18.26,18.41,17.50,14.50,21.57,19.68,18.74,14.78
2024-03-11 03:57:27,42.86,42.04,45.31,53.97,33.46,37.93,39.31,57.37,17.92,18.12,17.50,14.50,21.50,19.57,18.67,14.77
2024-03-11 03:59:32,43.21,42.41,45.48,54.05,33.62,38.39,39.41,57.49,17.91,18.14,17.48,14.50,21.55,19.45,18.67,14.80
