ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-02-26 00:02:02,45.83,45.09,44.12,54.70,34.79,32.57,36.92,37.60,16.49,16.68,17.60,13.92,20.53,21.77,19.38,21.62
2024-02-26 00:04:07,46.21,45.50,44.53,55.07,35.04,33.02,37.04,37.85,16.51,16.67,17.67,14.27,20.58,21.60,19.49,21.62
2024-02-26 00:06:12,46.22,45.54,44.57,52.85,35.02,33.25,36.65,37.85,16.60,16.78,17.67,14.97,20.70,21.64,19.77,21.68
2024-02-26 00:08:17,45.99,45.32,44.38,52.45,34.94,33.04,36.53,37.72,16.67,16.82,17.60,14.78,20.74,21.74,19.72,21.70
2024-02-26 00:10:22,45.16,44.64,44.25,52.91,34.48,32.34,36.67,37.45,16.91,17.06,17.60,14.53,20.93,22.13,19.55,21.79
2024-02-26 00:12:27,44.85,44.38,44.23,53.32,34.28,32.07,36.82,37.42,16.90,17.00,17.52,14.30,20.88,22.11,19.39,21.70
2024-02-26 00:14:32,44.92,44.48,44.25,53.75,34.38,32.10,36.86,37.45,16.86,16.94,17.49,14.14,20.80,22.07,19.39,21.68
2024-02-26 00:16:37,44.98,44.51,44.27,54.08,34.48,32.20,36.88,37.44,16.76,16.83,17.45,13.98,20.69,21.92,19.35,21.66
2024-02-26 00:18:42,45.18,44.63,44.32,54.41,34.55,32.31,36.93,37.62,16.66,16.78,17.41,13.88,20.61,21.83,19.31,21.54
2024-02-26 00:20:47,45.97,45.39,45.11,56.28,34.97,32.84,37.45,38.17,16.60,16.73,17.43,14.05,20.61,21.70,19.25,21.45
2024-02-26 00:22:52,46.42,45.81,45.42,54.53,35.30,33.51,37.59,38.23,16.72,16.85,17.50,14.74,20.72,21.60,19.43,21.64
2024-02-26 00:24:57,46.12,45.57,45.24,52.48,35.22,33.62,37.24,37.94,16.83,16.96,17.57,15.31,20.80,21.58,19.64,21.79
2024-02-26 00:27:02,45.60,45.11,44.96,50.83,34.95,33.48,36.71,37.74,16.97,17.06,17.60,15.72,20.86,21.60,19.86,21.87
2024-02-26 00:29:07,45.34,44.83,44.48,50.88,34.83,33.47,36.44,37.46,16.94,17.02,17.64,15.34,20.81,21.50,19.81,21.88
2024-02-26 00:31:12,45.22,44.75,44.24,51.72,34.77,33.18,36.33,37.56,16.90,17.00,17.66,14.93,20.77,21.61,19.80,21.76
2024-02-26 00:33:17,45.27,44.74,44.34,52.52,34.78,33.00,36.51,37.45,16.80,16.91,17.60,14.62,20.67,21.67,19.66,21.80
2024-02-26 00:35:22,45.28,44.69,44.23,53.14,34.79,32.60,36.53,37.42,16.73,16.88,17.59,14.38,20.60,21.83,19.60,21.78
2024-02-26 00:37:27,45.35,44.71,44.19,53.56,34.77,32.63,36.66,37.36,16.64,16.80,17.54,14.22,20.59,21.72,19.51,21.75
2024-02-26 00:39:32,45.41,44.73,44.08,53.85,34.73,32.72,36.71,37.50,16.60,16.76,17.53,14.05,20.57,21.61,19.43,21.59
2024-02-26 00:41:37,45.75,45.09,44.11,54.23,35.02,32.82,36.92,37.52,16.57,16.72,17.50,13.93,20.52,21.67,19.30,21.62
2024-02-26 00:43:42,45.71,45.09,44.26,54.68,35.17,32.58,37.54,37.65,16.82,16.97,17.57,13.82,20.74,22.12,19.12,21.64
2024-02-26 00:45:47,44.73,44.20,44.23,55.23,34.44,31.78,37.51,37.75,17.03,17.17,17.60,13.86,20.90,22.37,19.11,21.57
2024-02-26 00:47:52,44.73,44.32,44.57,54.09,34.36,32.08,37.27,37.68,17.10,17.19,17.59,14.53,20.97,22.17,19.37,21.67
2024-02-26 00:49:57,44.52,44.07,44.23,52.22,34.17,32.42,36.72,37.49,17.12,17.20,17.60,14.85,21.03,21.93,19.57,21.73
2024-02-26 00:52:02,44.46,43.94,44.06,52.60,34.06,32.19,36.67,37.40,17.00,17.07,17.55,14.53,20.92,21.94,19.44,21.69
2024-02-26 00:54:07,44.46,43.95,44.03,52.82,33.95,32.17,36.82,37.29,16.85,16.95,17.48,14.32,20.86,21.84,19.27,21.65
2024-02-26 00:56:12,44.63,44.03,44.02,53.36,34.05,32.05,36.88,37.36,16.72,16.87,17.40,14.09,20.72,21.84,19.20,21.54
2024-02-26 00:58:17,44.87,44.16,44.06,53.73,34.14,32.25,36.81,37.39,16.58,16.76,17.37,13.96,20.66,21.67,19.20,21.53
2024-02-26 01:00:22,45.05,44.32,44.04,54.04,34.27,32.23,36.89,37.25,16.55,16.73,17.39,13.81,20.62,21.74,19.13,21.57
2024-02-26 01:02:27,45.20,44.52,44.75,55.77,34.40,32.02,37.41,37.61,16.81,16.97,17.40,14.03,20.78,22.13,19.14,21.57
2024-02-26 01:04:32,45.18,44.54,44.86,53.57,34.47,32.43,37.14,37.67,16.95,17.10,17.40,14.72,20.89,21.94,19.41,21.66
2024-02-26 01:06:37,44.63,44.14,44.55,51.39,34.28,32.63,36.55,37.39,17.09,17.19,17.47,15.27,21.00,21.80,19.61,21.72
2024-02-26 01:08:42,44.22,43.75,44.28,49.85,34.03,32.88,36.06,37.31,17.18,17.25,17.54,15.67,21.00,21.55,19.82,21.72
2024-02-26 01:10:47,44.08,43.53,43.91,50.14,33.87,32.82,35.98,37.18,17.10,17.18,17.60,15.32,20.98,21.53,19.73,21.75
2024-02-26 01:12:52,44.14,43.67,43.78,51.08,33.95,32.82,36.08,37.05,16.98,17.06,17.60,14.88,20.86,21.47,19.63,21.76
2024-02-26 01:14:57,44.26,43.69,43.62,51.92,34.09,32.48,36.29,37.24,16.90,17.01,17.62,14.56,20.74,21.63,19.46,21.62
2024-02-26 01:17:02,44.48,43.85,43.52,52.61,34.26,32.34,36.44,37.44,16.78,16.92,17.61,14.29,20.62,21.67,19.38,21.50
2024-02-26 01:19:07,44.62,43.95,43.50,53.14,34.27,32.47,36.57,37.41,16.70,16.90,17.60,14.11,20.60,21.57,19.27,21.48
2024-02-26 01:21:12,44.73,44.02,43.40,53.51,34.24,32.32,36.63,37.40,16.62,16.80,17.60,13.94,20.55,21.60,19.20,21.46
2024-02-26 01:23:17,44.77,44.06,43.40,53.80,34.22,32.20,36.73,37.33,16.53,16.71,17.57,13.83,20.50,21.63,19.12,21.45
2024-02-26 01:25:22,45.07,44.31,43.44,54.02,34.47,32.33,36.99,37.35,16.52,16.70,17.52,13.73,20.47,21.62,18.98,21.43
2024-02-26 01:27:27,45.03,44.37,43.82,54.35,34.55,32.07,37.15,37.58,16.81,16.97,17.53,14.03,20.69,22.08,19.08,21.43
2024-02-26 01:29:32,43.97,43.47,43.88,52.21,33.86,31.64,36.68,37.47,17.29,17.39,17.57,14.79,21.13,22.35,19.43,21.56
2024-02-26 01:31:37,43.39,42.95,43.53,51.79,33.49,31.54,36.30,37.25,17.34,17.40,17.67,14.66,21.15,22.21,19.52,21.60
2024-02-26 01:33:42,43.38,43.03,43.42,52.33,33.56,31.61,36.23,37.15,17.21,17.24,17.61,14.40,20.98,22.05,19.48,21.62
2024-02-26 01:35:47,43.63,43.17,43.32,52.78,33.67,31.65,36.27,37.14,17.01,17.09,17.59,14.17,20.84,21.95,19.38,21.55
2024-02-26 01:37:52,44.01,43.42,43.41,53.28,33.86,31.68,36.45,37.18,16.83,16.97,17.51,13.98,20.71,21.91,19.24,21.52
2024-02-26 01:39:57,44.35,43.65,43.27,53.57,33.99,31.70,36.48,37.12,16.67,16.83,17.54,13.84,20.60,21.86,19.17,21.49
2024-02-26 01:42:02,44.58,43.89,43.65,54.90,34.13,31.74,36.85,37.27,16.77,16.95,17.57,13.82,20.68,22.01,19.12,21.51
2024-02-26 01:44:07,44.69,43.96,44.13,53.91,34.27,31.97,37.17,37.51,16.97,17.17,17.60,14.47,20.81,22.07,19.22,21.62
2024-02-26 01:46:12,44.20,43.61,43.86,51.53,34.13,31.99,36.64,37.24,17.09,17.23,17.61,15.09,20.88,22.02,19.47,21.70
2024-02-26 01:48:17,43.81,43.23,43.65,49.89,33.89,31.98,36.12,37.03,17.19,17.30,17.67,15.55,20.93,21.95,19.67,21.78
2024-02-26 01:50:22,43.63,43.03,43.35,49.59,33.73,31.92,35.68,36.88,17.16,17.27,17.70,15.40,20.93,21.93,19.79,21.77
2024-02-26 01:52:27,43.70,43.12,43.23,50.61,33.76,31.92,35.79,36.92,17.03,17.16,17.70,14.93,20.83,21.82,19.62,21.70
2024-02-26 01:54:32,43.86,43.20,43.06,51.34,33.78,31.94,35.65,36.91,16.89,17.06,17.70,14.60,20.73,21.76,19.67,21.63
2024-02-26 01:56:37,44.12,43.45,43.05,52.07,33.92,32.07,35.88,37.03,16.83,17.01,17.70,14.33,20.71,21.75,19.52,21.54
2024-02-26 01:58:42,43.63,42.93,42.89,52.62,33.68,30.98,36.20,36.86,17.08,17.26,17.76,14.16,20.89,22.54,19.35,21.64
2024-02-26 02:00:47,43.04,42.38,42.72,53.02,33.33,30.32,36.18,36.98,17.19,17.35,17.78,13.98,20.96,22.73,19.30,21.53
2024-02-26 02:02:52,43.08,42.53,42.75,53.27,33.37,30.57,36.14,36.88,17.07,17.19,17.70,13.86,20.84,22.47,19.26,21.55
2024-02-26 02:04:57,43.46,42.79,42.73,53.51,33.51,30.83,36.21,36.97,16.92,17.07,17.70,13.78,20.75,22.26,19.21,21.45
2024-02-26 17:25:47,47.05,46.95,45.15,58.75,37.80,30.20,37.15,38.40,18.80,18.80,20.05,15.40,21.90,26.00,22.20,24.10
2024-02-26 17:27:52,47.18,47.08,45.12,58.78,37.47,29.68,37.01,38.44,18.72,18.72,20.00,15.41,22.16,26.55,22.28,24.05
2024-02-26 17:29:57,47.63,47.49,45.24,58.81,36.48,28.39,36.70,38.48,18.57,18.59,19.96,15.40,22.72,27.53,22.46,24.00
2024-02-26 17:32:02,47.66,47.49,45.39,58.87,35.41,27.49,36.42,38.58,18.57,18.57,19.91,15.40,23.35,28.21,22.63,23.95
2024-02-26 17:34:07,47.72,47.39,45.38,58.81,34.70,27.00,36.49,38.98,18.52,18.60,19.91,15.40,23.79,28.57,22.58,23.75
2024-02-26 17:36:12,47.73,47.36,45.37,58.65,35.90,26.51,36.35,39.36,18.50,18.60,19.96,15.48,24.25,28.94,22.64,23.55
2024-02-26 17:38:17,47.74,47.18,45.46,58.55,33.52,27.07,36.12,39.33,18.51,18.69,19.83,15.44,24.62,28.38,22.74,23.54
2024-02-26 17:40:22,47.01,46.57,46.04,58.69,33.59,28.46,36.95,39.58,18.93,19.05,19.55,15.35,24.49,27.14,22.19,23.45
2024-02-26 17:42:27,46.62,46.10,47.01,59.02,33.58,30.66,37.77,39.77,18.93,19.08,19.09,15.20,24.31,25.47,21.78,23.34
2024-02-26 17:44:32,47.27,46.54,47.82,58.74,33.38,32.42,38.12,39.89,18.57,18.78,18.87,15.42,24.38,24.33,21.57,23.24
2024-02-26 17:46:37,48.13,47.22,47.88,58.36,33.20,34.02,39.50,39.52,18.18,18.45,18.74,15.42,24.40,23.32,20.79,23.40
2024-02-26 17:48:42,49.10,47.97,48.48,58.39,33.12,35.50,40.92,39.46,17.74,18.09,18.42,15.36,24.32,22.52,20.09,23.29
2024-02-26 17:50:47,49.86,48.55,49.16,58.82,33.22,36.70,41.36,40.05,17.46,17.85,18.12,15.14,24.19,21.90,19.93,22.96
2024-02-26 17:52:52,50.53,49.18,49.84,59.98,33.38,37.85,41.79,40.35,17.19,17.59,17.93,14.98,24.06,21.32,19.77,22.83
2024-02-26 17:54:57,52.06,50.76,51.45,61.62,34.09,39.69,42.93,41.90,17.09,17.43,17.80,15.43,23.92,20.82,19.82,22.49
2024-02-26 17:57:02,52.77,51.45,51.54,59.13,34.68,41.10,42.89,42.53,16.98,17.34,17.78,15.83,23.77,20.41,19.89,22.28
